Time@[Altitude (Baro-Ft-AGL)],[Altitude (Baro-Ft-AGL)],bILBA,Time@[Velocity (Accel-Ft/Sec)],[Velocity (Accel-Ft/Sec)],bILBA
,,17.9688,-1.#QNAN,b1111
,,17.9713,-1.#QNAN,b1111
,,17.9737,-1.#QNAN,b1111
,,17.9762,-1.#QNAN,b1111
,,17.9788,-1.#QNAN,b1111
,,17.9813,-1.#QNAN,b1111
,,17.9837,-1.#QNAN,b1111
,,17.9862,-1.#QNAN,b1111
,,17.9888,-1.#QNAN,b1111
,,17.9912,-1.#QNAN,b1111
,,17.9937,-1.#QNAN,b1111
,,17.9963,-1.#QNAN,b1111
,,17.9988,-1.#QNAN,b1111
,,18.0012,-1.#QNAN,b1111
,,18.0037,-1.#QNAN,b1111
,,18.0063,-1.#QNAN,b1111
,,18.0088,-1.#QNAN,b1111
,,18.0112,-1.#QNAN,b1111
,,18.0138,-1.#QNAN,b1111
,,18.0163,-1.#QNAN,b1111
,,18.0187,-1.#QNAN,b1111
,,18.0212,-1.#QNAN,b1111
,,18.0238,-1.#QNAN,b1111
,,18.0263,-1.#QNAN,b1111
,,18.0287,-1.#QNAN,b1111
,,18.0313,-1.#QNAN,b1111
,,18.0338,-1.#QNAN,b1111
,,18.0362,-1.#QNAN,b1111
,,18.0387,-1.#QNAN,b1111
,,18.0413,-1.#QNAN,b1111
,,18.0438,-1.#QNAN,b1111
,,18.0462,-1.#QNAN,b1111
,,18.0487,-1.#QNAN,b1111
,,18.0513,-1.#QNAN,b1111
,,18.0537,-1.#QNAN,b1111
,,18.0562,-1.#QNAN,b1111
,,18.0588,-1.#QNAN,b1111
,,18.0613,-1.#QNAN,b1111
,,18.0637,-1.#QNAN,b1111
,,18.0662,-1.#QNAN,b1111
,,18.0688,-1.#QNAN,b1111
,,18.0713,-1.#QNAN,b1111
,,18.0737,-1.#QNAN,b1111
,,18.0763,-1.#QNAN,b1111
,,18.0788,-1.#QNAN,b1111
,,18.0812,-1.#QNAN,b1111
,,18.0837,-1.#QNAN,b1111
,,18.0863,-1.#QNAN,b1111
,,18.0888,-1.#QNAN,b1111
,,18.0912,-1.#QNAN,b1111
,,18.0938,-1.#QNAN,b1111
,,18.0963,-1.#QNAN,b1111
,,18.0987,-1.#QNAN,b1111
,,18.1012,-1.#QNAN,b1111
,,18.1038,-1.#QNAN,b1111
,,18.1063,-1.#QNAN,b1111
,,18.1087,-1.#QNAN,b1111
,,18.1112,-1.#QNAN,b1111
,,18.1138,-1.#QNAN,b1111
,,18.1162,-1.#QNAN,b1111
,,18.1187,-1.#QNAN,b1111
,,18.1213,-1.#QNAN,b1111
,,18.1238,-1.#QNAN,b1111
,,18.1262,-1.#QNAN,b1111
,,18.1287,-1.#QNAN,b1111
,,18.1313,-1.#QNAN,b1111
,,18.1338,-1.#QNAN,b1111
,,18.1362,-1.#QNAN,b1111
,,18.1388,-1.#QNAN,b1111
,,18.1413,-1.#QNAN,b1111
,,18.1437,-1.#QNAN,b1111
,,18.1462,-1.#QNAN,b1111
,,18.1488,-1.#QNAN,b1111
,,18.1513,-1.#QNAN,b1111
,,18.1537,-1.#QNAN,b1111
,,18.1563,-1.#QNAN,b1111
,,18.1588,-1.#QNAN,b1111
,,18.1612,-1.#QNAN,b1111
,,18.1637,-1.#QNAN,b1111
,,18.1663,-1.#QNAN,b1111
,,18.1688,-1.#QNAN,b1111
,,18.1712,-1.#QNAN,b1111
,,18.1737,-1.#QNAN,b1111
,,18.1763,-1.#QNAN,b1111
,,18.1787,-1.#QNAN,b1111
,,18.1812,-1.#QNAN,b1111
,,18.1838,-1.#QNAN,b1111
,,18.1863,-1.#QNAN,b1111
,,18.1887,-1.#QNAN,b1111
,,18.1912,-1.#QNAN,b1111
,,18.1938,-1.#QNAN,b1111
,,18.1963,-1.#QNAN,b1111
,,18.1987,-1.#QNAN,b1111
,,18.2013,-1.#QNAN,b1111
,,18.2038,-1.#QNAN,b1111
,,18.2062,-1.#QNAN,b1111
,,18.2087,-1.#QNAN,b1111
,,18.2113,-1.#QNAN,b1111
,,18.2138,-1.#QNAN,b1111
,,18.2162,-1.#QNAN,b1111
,,18.2188,-1.#QNAN,b1111
,,18.2213,-1.#QNAN,b1111
,,18.2237,-1.#QNAN,b1111
,,18.2262,-1.#QNAN,b1111
,,18.2288,-1.#QNAN,b1111
,,18.2313,-1.#QNAN,b1111
,,18.2337,-1.#QNAN,b1111
,,18.2362,-1.#QNAN,b1111
,,18.2388,-1.#QNAN,b1111
,,18.2412,-1.#QNAN,b1111
,,18.2437,-1.#QNAN,b1111
,,18.2463,-1.#QNAN,b1111
,,18.2488,-1.#QNAN,b1111
,,18.2512,-1.#QNAN,b1111
,,18.2537,-1.#QNAN,b1111
,,18.2563,-1.#QNAN,b1111
,,18.2588,-1.#QNAN,b1111
,,18.2612,-1.#QNAN,b1111
,,18.2638,-1.#QNAN,b1111
,,18.2663,-1.#QNAN,b1111
,,18.2687,-1.#QNAN,b1111
,,18.2712,-1.#QNAN,b1111
,,18.2738,-1.#QNAN,b1111
,,18.2763,-1.#QNAN,b1111
,,18.2787,-1.#QNAN,b1111
,,18.2813,-1.#QNAN,b1111
,,18.2838,-1.#QNAN,b1111
,,18.2862,-1.#QNAN,b1111
,,18.2887,-1.#QNAN,b1111
,,18.2913,-1.#QNAN,b1111
,,18.2938,-1.#QNAN,b1111
,,18.2962,-1.#QNAN,b1111
,,18.2987,-1.#QNAN,b1111
,,18.3013,-1.#QNAN,b1111
,,18.3037,-1.#QNAN,b1111
,,18.3062,-1.#QNAN,b1111
,,18.3088,-1.#QNAN,b1111
,,18.3113,-1.#QNAN,b1111
,,18.3137,-1.#QNAN,b1111
,,18.3162,-1.#QNAN,b1111
,,18.3188,-1.#QNAN,b1111
,,18.3213,-1.#QNAN,b1111
,,18.3237,-1.#QNAN,b1111
,,18.3263,-1.#QNAN,b1111
,,18.3288,-1.#QNAN,b1111
,,18.3312,-1.#QNAN,b1111
,,18.3337,-1.#QNAN,b1111
,,18.3363,-1.#QNAN,b1111
,,18.3388,-1.#QNAN,b1111
,,18.3412,-1.#QNAN,b1111
,,18.3438,-1.#QNAN,b1111
,,18.3463,-1.#QNAN,b1111
,,18.3487,-1.#QNAN,b1111
,,18.3512,-1.#QNAN,b1111
,,18.3538,-1.#QNAN,b1111
,,18.3563,-1.#QNAN,b1111
,,18.3587,-1.#QNAN,b1111
,,18.3612,-1.#QNAN,b1111
,,18.3638,-1.#QNAN,b1111
,,18.3662,-1.#QNAN,b1111
,,18.3687,-1.#QNAN,b1111
,,18.3713,-1.#QNAN,b1111
,,18.3738,-1.#QNAN,b1111
,,18.3762,-1.#QNAN,b1111
,,18.3787,-1.#QNAN,b1111
,,18.3813,-1.#QNAN,b1111
,,18.3838,-1.#QNAN,b1111
,,18.3862,-1.#QNAN,b1111
,,18.3888,-1.#QNAN,b1111
,,18.3913,-1.#QNAN,b1111
,,18.3937,-1.#QNAN,b1111
,,18.3962,-1.#QNAN,b1111
,,18.3988,-1.#QNAN,b1111
,,18.4013,-1.#QNAN,b1111
,,18.4037,-1.#QNAN,b1111
,,18.4063,-1.#QNAN,b1111
,,18.4088,-1.#QNAN,b1111
,,18.4112,-1.#QNAN,b1111
,,18.4137,-1.#QNAN,b1111
,,18.4163,-1.#QNAN,b1111
,,18.4188,-1.#QNAN,b1111
,,18.4212,-1.#QNAN,b1111
,,18.4237,-1.#QNAN,b1111
,,18.4263,-1.#QNAN,b1111
,,18.4287,-1.#QNAN,b1111
,,18.4312,-1.#QNAN,b1111
,,18.4338,-1.#QNAN,b1111
,,18.4363,-1.#QNAN,b1111
,,18.4387,-1.#QNAN,b1111
,,18.4412,-1.#QNAN,b1111
,,18.4438,-1.#QNAN,b1111
,,18.4463,-1.#QNAN,b1111
,,18.4487,-1.#QNAN,b1111
,,18.4513,-1.#QNAN,b1111
,,18.4538,-1.#QNAN,b1111
,,18.4562,-1.#QNAN,b1111
,,18.4587,-1.#QNAN,b1111
,,18.4613,-1.#QNAN,b1111
,,18.4638,-1.#QNAN,b1111
,,18.4662,-1.#QNAN,b1111
,,18.4688,-1.#QNAN,b1111
,,18.4713,-1.#QNAN,b1111
,,18.4737,-1.#QNAN,b1111
,,18.4762,-1.#QNAN,b1111
,,18.4788,-1.#QNAN,b1111
,,18.4813,-1.#QNAN,b1111
,,18.4837,-1.#QNAN,b1111
,,18.4862,-1.#QNAN,b1111
,,18.4888,-1.#QNAN,b1111
,,18.4912,-1.#QNAN,b1111
,,18.4937,-1.#QNAN,b1111
,,18.4963,-1.#QNAN,b1111
,,18.4988,-1.#QNAN,b1111
,,18.5012,-1.#QNAN,b1111
,,18.5037,-1.#QNAN,b1111
,,18.5063,-1.#QNAN,b1111
,,18.5088,-1.#QNAN,b1111
,,18.5112,-1.#QNAN,b1111
,,18.5138,-1.#QNAN,b1111
,,18.5163,-1.#QNAN,b1111
,,18.5187,-1.#QNAN,b1111
,,18.5212,-1.#QNAN,b1111
,,18.5238,-1.#QNAN,b1111
,,18.5263,-1.#QNAN,b1111
,,18.5287,-1.#QNAN,b1111
,,18.5313,-1.#QNAN,b1111
,,18.5338,-1.#QNAN,b1111
,,18.5362,-1.#QNAN,b1111
,,18.5387,-1.#QNAN,b1111
,,18.5413,-1.#QNAN,b1111
,,18.5438,-1.#QNAN,b1111
,,18.5462,-1.#QNAN,b1111
,,18.5487,-1.#QNAN,b1111
,,18.5513,-1.#QNAN,b1111
,,18.5537,-1.#QNAN,b1111
,,18.5562,-1.#QNAN,b1111
,,18.5588,-1.#QNAN,b1111
,,18.5613,-1.#QNAN,b1111
,,18.5637,-1.#QNAN,b1111
,,18.5662,-1.#QNAN,b1111
,,18.5688,-1.#QNAN,b1111
,,18.5713,-1.#QNAN,b1111
,,18.5737,-1.#QNAN,b1111
,,18.5763,-1.#QNAN,b1111
,,18.5788,-1.#QNAN,b1111
,,18.5812,-1.#QNAN,b1111
,,18.5837,-1.#QNAN,b1111
,,18.5863,-1.#QNAN,b1111
,,18.5888,-1.#QNAN,b1111
,,18.5912,-1.#QNAN,b1111
,,18.5938,-1.#QNAN,b1111
,,18.5963,-1.#QNAN,b1111
,,18.5987,-1.#QNAN,b1111
,,18.6012,-1.#QNAN,b1111
,,18.6038,-1.#QNAN,b1111
,,18.6063,-1.#QNAN,b1111
,,18.6087,-1.#QNAN,b1111
,,18.6112,-1.#QNAN,b1111
,,18.6138,-1.#QNAN,b1111
,,18.6162,-1.#QNAN,b1111
,,18.6187,-1.#QNAN,b1111
,,18.6213,-1.#QNAN,b1111
,,18.6238,-1.#QNAN,b1111
,,18.6262,-1.#QNAN,b1111
,,18.6287,-1.#QNAN,b1111
,,18.6313,-1.#QNAN,b1111
,,18.6338,-1.#QNAN,b1111
,,18.6362,-1.#QNAN,b1111
,,18.6388,-1.#QNAN,b1111
,,18.6413,-1.#QNAN,b1111
,,18.6437,-1.#QNAN,b1111
,,18.6462,-1.#QNAN,b1111
,,18.6488,-1.#QNAN,b1111
,,18.6513,-1.#QNAN,b1111
,,18.6537,-1.#QNAN,b1111
,,18.6563,-1.#QNAN,b1111
,,18.6588,-1.#QNAN,b1111
,,18.6612,-1.#QNAN,b1111
,,18.6637,-1.#QNAN,b1111
,,18.6663,-1.#QNAN,b1111
,,18.6688,-1.#QNAN,b1111
,,18.6712,-1.#QNAN,b1111
,,18.6737,-1.#QNAN,b1111
,,18.6763,-1.#QNAN,b1111
,,18.6787,-1.#QNAN,b1111
,,18.6812,-1.#QNAN,b1111
,,18.6838,-1.#QNAN,b1111
,,18.6863,-1.#QNAN,b1111
,,18.6887,-1.#QNAN,b1111
,,18.6912,-1.#QNAN,b1111
,,18.6938,-1.#QNAN,b1111
,,18.6963,-1.#QNAN,b1111
,,18.6987,-1.#QNAN,b1111
,,18.7013,-1.#QNAN,b1111
,,18.7038,-1.#QNAN,b1111
,,18.7062,-1.#QNAN,b1111
,,18.7087,-1.#QNAN,b1111
,,18.7113,-1.#QNAN,b1111
,,18.7138,-1.#QNAN,b1111
,,18.7162,-1.#QNAN,b1111
,,18.7188,-1.#QNAN,b1111
,,18.7213,-1.#QNAN,b1111
,,18.7237,-1.#QNAN,b1111
,,18.7262,-1.#QNAN,b1111
,,18.7288,-1.#QNAN,b1111
,,18.7313,-1.#QNAN,b1111
,,18.7337,-1.#QNAN,b1111
,,18.7362,-1.#QNAN,b1111
,,18.7388,-1.#QNAN,b1111
,,18.7412,-1.#QNAN,b1111
,,18.7437,-1.#QNAN,b1111
,,18.7463,-1.#QNAN,b1111
,,18.7488,-1.#QNAN,b1111
,,18.7512,-1.#QNAN,b1111
,,18.7537,-1.#QNAN,b1111
,,18.7563,-1.#QNAN,b1111
,,18.7588,-1.#QNAN,b1111
,,18.7612,-1.#QNAN,b1111
,,18.7638,-1.#QNAN,b1111
,,18.7663,-1.#QNAN,b1111
,,18.7687,-1.#QNAN,b1111
,,18.7712,-1.#QNAN,b1111
,,18.7738,-1.#QNAN,b1111
,,18.7763,-1.#QNAN,b1111
,,18.7787,-1.#QNAN,b1111
,,18.7813,-1.#QNAN,b1111
,,18.7838,-1.#QNAN,b1111
,,18.7862,-1.#QNAN,b1111
,,18.7887,-1.#QNAN,b1111
,,18.7913,-1.#QNAN,b1111
,,18.7938,-1.#QNAN,b1111
,,18.7962,-1.#QNAN,b1111
,,18.7987,-1.#QNAN,b1111
,,18.8013,-1.#QNAN,b1111
,,18.8037,-1.#QNAN,b1111
,,18.8062,-1.#QNAN,b1111
,,18.8088,-1.#QNAN,b1111
,,18.8113,-1.#QNAN,b1111
,,18.8137,-1.#QNAN,b1111
,,18.8162,-1.#QNAN,b1111
,,18.8188,-1.#QNAN,b1111
,,18.8213,-1.#QNAN,b1111
,,18.8237,-1.#QNAN,b1111
,,18.8263,-1.#QNAN,b1111
,,18.8288,-1.#QNAN,b1111
,,18.8312,-1.#QNAN,b1111
,,18.8337,-1.#QNAN,b1111
,,18.8363,-1.#QNAN,b1111
,,18.8388,-1.#QNAN,b1111
,,18.8412,-1.#QNAN,b1111
,,18.8438,-1.#QNAN,b1111
,,18.8463,-1.#QNAN,b1111
,,18.8487,-1.#QNAN,b1111
,,18.8512,-1.#QNAN,b1111
,,18.8538,-1.#QNAN,b1111
,,18.8563,-1.#QNAN,b1111
,,18.8587,-1.#QNAN,b1111
,,18.8612,-1.#QNAN,b1111
,,18.8638,-1.#QNAN,b1111
,,18.8662,-1.#QNAN,b1111
,,18.8687,-1.#QNAN,b1111
,,18.8713,-1.#QNAN,b1111
,,18.8738,-1.#QNAN,b1111
,,18.8762,-1.#QNAN,b1111
,,18.8787,-1.#QNAN,b1111
,,18.8813,-1.#QNAN,b1111
,,18.8838,-1.#QNAN,b1111
,,18.8862,-1.#QNAN,b1111
,,18.8888,-1.#QNAN,b1111
,,18.8913,-1.#QNAN,b1111
,,18.8937,-1.#QNAN,b1111
,,18.8962,-1.#QNAN,b1111
,,18.8988,-1.#QNAN,b1111
,,18.9013,-1.#QNAN,b1111
,,18.9037,-1.#QNAN,b1111
,,18.9063,-1.#QNAN,b1111
,,18.9088,-1.#QNAN,b1111
,,18.9112,-1.#QNAN,b1111
,,18.9137,-1.#QNAN,b1111
,,18.9163,-1.#QNAN,b1111
,,18.9188,-1.#QNAN,b1111
,,18.9212,-1.#QNAN,b1111
,,18.9237,-1.#QNAN,b1111
,,18.9263,-1.#QNAN,b1111
,,18.9287,-1.#QNAN,b1111
,,18.9312,-1.#QNAN,b1111
,,18.9338,-1.#QNAN,b1111
,,18.9363,-1.#QNAN,b1111
,,18.9387,-1.#QNAN,b1111
,,18.9412,-1.#QNAN,b1111
,,18.9438,-1.#QNAN,b1111
,,18.9463,-1.#QNAN,b1111
,,18.9487,-1.#QNAN,b1111
,,18.9513,-1.#QNAN,b1111
,,18.9538,-1.#QNAN,b1111
,,18.9562,-1.#QNAN,b1111
,,18.9587,-1.#QNAN,b1111
,,18.9613,-1.#QNAN,b1111
,,18.9638,-1.#QNAN,b1111
,,18.9662,-1.#QNAN,b1111
,,18.9688,-1.#QNAN,b1111
,,18.9713,-1.#QNAN,b1111
,,18.9737,-1.#QNAN,b1111
,,18.9762,-1.#QNAN,b1111
,,18.9788,-1.#QNAN,b1111
,,18.9813,-1.#QNAN,b1111
,,18.9837,-1.#QNAN,b1111
,,18.9862,-1.#QNAN,b1111
,,18.9888,-1.#QNAN,b1111
,,18.9912,-1.#QNAN,b1111
,,18.9937,-1.#QNAN,b1111
,,18.9963,-1.#QNAN,b1111
,,18.9988,-1.#QNAN,b1111
,,19.0012,-1.#QNAN,b1111
,,19.0037,-1.#QNAN,b1111
,,19.0063,-1.#QNAN,b1111
,,19.0088,-1.#QNAN,b1111
,,19.0112,-1.#QNAN,b1111
,,19.0138,-1.#QNAN,b1111
,,19.0163,-1.#QNAN,b1111
,,19.0187,-1.#QNAN,b1111
,,19.0212,-1.#QNAN,b1111
,,19.0238,-1.#QNAN,b1111
,,19.0263,-1.#QNAN,b1111
,,19.0287,-1.#QNAN,b1111
,,19.0313,-1.#QNAN,b1111
,,19.0338,-1.#QNAN,b1111
,,19.0362,-1.#QNAN,b1111
,,19.0387,-1.#QNAN,b1111
,,19.0413,-1.#QNAN,b1111
,,19.0438,-1.#QNAN,b1111
,,19.0462,-1.#QNAN,b1111
,,19.0487,-1.#QNAN,b1111
,,19.0513,-1.#QNAN,b1111
,,19.0537,-1.#QNAN,b1111
,,19.0562,-1.#QNAN,b1111
,,19.0588,-1.#QNAN,b1111
,,19.0613,-1.#QNAN,b1111
,,19.0637,-1.#QNAN,b1111
,,19.0662,-1.#QNAN,b1111
,,19.0688,-1.#QNAN,b1111
,,19.0713,-1.#QNAN,b1111
,,19.0737,-1.#QNAN,b1111
,,19.0763,-1.#QNAN,b1111
,,19.0788,-1.#QNAN,b1111
,,19.0812,-1.#QNAN,b1111
,,19.0837,-1.#QNAN,b1111
,,19.0863,-1.#QNAN,b1111
,,19.0888,-1.#QNAN,b1111
,,19.0912,-1.#QNAN,b1111
,,19.0938,-1.#QNAN,b1111
,,19.0963,-1.#QNAN,b1111
,,19.0987,-1.#QNAN,b1111
,,19.1012,-1.#QNAN,b1111
,,19.1038,-1.#QNAN,b1111
,,19.1063,-1.#QNAN,b1111
,,19.1087,-1.#QNAN,b1111
,,19.1112,-1.#QNAN,b1111
,,19.1138,-1.#QNAN,b1111
,,19.1162,-1.#QNAN,b1111
,,19.1187,-1.#QNAN,b1111
,,19.1213,-1.#QNAN,b1111
,,19.1238,-1.#QNAN,b1111
,,19.1262,-1.#QNAN,b1111
,,19.1287,-1.#QNAN,b1111
,,19.1313,-1.#QNAN,b1111
,,19.1338,-1.#QNAN,b1111
,,19.1362,-1.#QNAN,b1111
,,19.1388,-1.#QNAN,b1111
,,19.1413,-1.#QNAN,b1111
,,19.1437,-1.#QNAN,b1111
,,19.1462,-1.#QNAN,b1111
,,19.1488,-1.#QNAN,b1111
,,19.1513,-1.#QNAN,b1111
,,19.1537,-1.#QNAN,b1111
,,19.1563,-1.#QNAN,b1111
,,19.1588,-1.#QNAN,b1111
,,19.1612,-1.#QNAN,b1111
,,19.1637,-1.#QNAN,b1111
,,19.1663,-1.#QNAN,b1111
,,19.1688,-1.#QNAN,b1111
,,19.1712,-1.#QNAN,b1111
,,19.1737,-1.#QNAN,b1111
,,19.1763,-1.#QNAN,b1111
,,19.1787,-1.#QNAN,b1111
,,19.1812,-1.#QNAN,b1111
,,19.1838,-1.#QNAN,b1111
,,19.1863,-1.#QNAN,b1111
,,19.1887,-1.#QNAN,b1111
,,19.1912,-1.#QNAN,b1111
,,19.1938,-1.#QNAN,b1111
,,19.1963,-1.#QNAN,b1111
,,19.1987,-1.#QNAN,b1111
,,19.2013,-1.#QNAN,b1111
,,19.2038,-1.#QNAN,b1111
,,19.2062,-1.#QNAN,b1111
,,19.2087,-1.#QNAN,b1111
,,19.2113,-1.#QNAN,b1111
,,19.2138,-1.#QNAN,b1111
,,19.2162,-1.#QNAN,b1111
,,19.2188,-1.#QNAN,b1111
,,19.2213,-1.#QNAN,b1111
,,19.2237,-1.#QNAN,b1111
,,19.2262,-1.#QNAN,b1111
,,19.2288,-1.#QNAN,b1111
,,19.2313,-1.#QNAN,b1111
,,19.2337,-1.#QNAN,b1111
,,19.2362,-1.#QNAN,b1111
,,19.2388,-1.#QNAN,b1111
,,19.2412,-1.#QNAN,b1111
,,19.2437,-1.#QNAN,b1111
,,19.2463,-1.#QNAN,b1111
,,19.2488,-1.#QNAN,b1111
,,19.2512,-1.#QNAN,b1111
,,19.2537,-1.#QNAN,b1111
,,19.2563,-1.#QNAN,b1111
,,19.2588,-1.#QNAN,b1111
,,19.2612,-1.#QNAN,b1111
,,19.2638,-1.#QNAN,b1111
,,19.2663,-1.#QNAN,b1111
,,19.2687,-1.#QNAN,b1111
,,19.2712,-1.#QNAN,b1111
,,19.2738,-1.#QNAN,b1111
,,19.2763,-1.#QNAN,b1111
,,19.2787,-1.#QNAN,b1111
,,19.2813,-1.#QNAN,b1111
,,19.2838,-1.#QNAN,b1111
,,19.2862,-1.#QNAN,b1111
,,19.2887,-1.#QNAN,b1111
,,19.2913,-1.#QNAN,b1111
,,19.2938,-1.#QNAN,b1111
,,19.2962,-1.#QNAN,b1111
,,19.2987,-1.#QNAN,b1111
,,19.3013,-1.#QNAN,b1111
,,19.3037,-1.#QNAN,b1111
,,19.3062,-1.#QNAN,b1111
,,19.3088,-1.#QNAN,b1111
,,19.3113,-1.#QNAN,b1111
,,19.3137,-1.#QNAN,b1111
,,19.3162,-1.#QNAN,b1111
,,19.3188,-1.#QNAN,b1111
,,19.3213,-1.#QNAN,b1111
,,19.3237,-1.#QNAN,b1111
,,19.3263,-1.#QNAN,b1111
,,19.3288,-1.#QNAN,b1111
,,19.3312,-1.#QNAN,b1111
,,19.3337,-1.#QNAN,b1111
,,19.3363,-1.#QNAN,b1111
,,19.3388,-1.#QNAN,b1111
,,19.3412,-1.#QNAN,b1111
,,19.3438,-1.#QNAN,b1111
,,19.3463,-1.#QNAN,b1111
,,19.3487,-1.#QNAN,b1111
,,19.3512,-1.#QNAN,b1111
,,19.3538,-1.#QNAN,b1111
,,19.3563,-1.#QNAN,b1111
,,19.3587,-1.#QNAN,b1111
,,19.3612,-1.#QNAN,b1111
,,19.3638,-1.#QNAN,b1111
,,19.3662,-1.#QNAN,b1111
,,19.3687,-1.#QNAN,b1111
,,19.3713,-1.#QNAN,b1111
,,19.3738,-1.#QNAN,b1111
,,19.3762,-1.#QNAN,b1111
,,19.3787,-1.#QNAN,b1111
,,19.3813,-1.#QNAN,b1111
,,19.3838,-1.#QNAN,b1111
,,19.3862,-1.#QNAN,b1111
,,19.3888,-1.#QNAN,b1111
,,19.3913,-1.#QNAN,b1111
,,19.3937,-1.#QNAN,b1111
,,19.3962,-1.#QNAN,b1111
,,19.3988,-1.#QNAN,b1111
,,19.4013,-1.#QNAN,b1111
,,19.4037,-1.#QNAN,b1111
,,19.4063,-1.#QNAN,b1111
,,19.4088,-1.#QNAN,b1111
,,19.4112,-1.#QNAN,b1111
,,19.4137,-1.#QNAN,b1111
,,19.4163,-1.#QNAN,b1111
,,19.4188,-1.#QNAN,b1111
,,19.4212,-1.#QNAN,b1111
,,19.4237,-1.#QNAN,b1111
,,19.4263,-1.#QNAN,b1111
,,19.4287,-1.#QNAN,b1111
,,19.4312,-1.#QNAN,b1111
,,19.4338,-1.#QNAN,b1111
,,19.4363,-1.#QNAN,b1111
,,19.4387,-1.#QNAN,b1111
,,19.4412,-1.#QNAN,b1111
,,19.4438,-1.#QNAN,b1111
,,19.4463,-1.#QNAN,b1111
,,19.4487,-1.#QNAN,b1111
,,19.4513,-1.#QNAN,b1111
,,19.4538,-1.#QNAN,b1111
,,19.4562,-1.#QNAN,b1111
,,19.4587,-1.#QNAN,b1111
,,19.4613,-1.#QNAN,b1111
,,19.4638,-1.#QNAN,b1111
,,19.4662,-1.#QNAN,b1111
,,19.4688,-1.#QNAN,b1111
,,19.4713,-1.#QNAN,b1111
,,19.4737,-1.#QNAN,b1111
,,19.4762,-1.#QNAN,b1111
,,19.4788,-1.#QNAN,b1111
,,19.4813,-1.#QNAN,b1111
,,19.4837,-1.#QNAN,b1111
,,19.4862,-1.#QNAN,b1111
,,19.4888,-1.#QNAN,b1111
,,19.4912,-1.#QNAN,b1111
,,19.4937,-1.#QNAN,b1111
,,19.4963,-1.#QNAN,b1111
,,19.4988,-1.#QNAN,b1111
,,19.5012,-1.#QNAN,b1111
,,19.5037,-1.#QNAN,b1111
,,19.5063,-1.#QNAN,b1111
,,19.5088,-1.#QNAN,b1111
,,19.5112,-1.#QNAN,b1111
,,19.5138,-1.#QNAN,b1111
,,19.5163,-1.#QNAN,b1111
,,19.5187,-1.#QNAN,b1111
,,19.5212,-1.#QNAN,b1111
,,19.5238,-1.#QNAN,b1111
,,19.5263,-1.#QNAN,b1111
,,19.5287,-1.#QNAN,b1111
,,19.5313,-1.#QNAN,b1111
,,19.5338,-1.#QNAN,b1111
,,19.5362,-1.#QNAN,b1111
,,19.5387,-1.#QNAN,b1111
,,19.5413,-1.#QNAN,b1111
,,19.5438,-1.#QNAN,b1111
,,19.5462,-1.#QNAN,b1111
,,19.5487,-1.#QNAN,b1111
,,19.5513,-1.#QNAN,b1111
,,19.5537,-1.#QNAN,b1111
,,19.5562,-1.#QNAN,b1111
,,19.5588,-1.#QNAN,b1111
,,19.5613,-1.#QNAN,b1111
,,19.5637,-1.#QNAN,b1111
,,19.5662,-1.#QNAN,b1111
,,19.5688,-1.#QNAN,b1111
,,19.5713,-1.#QNAN,b1111
,,19.5737,-1.#QNAN,b1111
,,19.5763,-1.#QNAN,b1111
,,19.5788,-1.#QNAN,b1111
,,19.5812,-1.#QNAN,b1111
,,19.5837,-1.#QNAN,b1111
,,19.5863,-1.#QNAN,b1111
,,19.5888,-1.#QNAN,b1111
,,19.5912,-1.#QNAN,b1111
,,19.5938,-1.#QNAN,b1111
,,19.5963,-1.#QNAN,b1111
,,19.5987,-1.#QNAN,b1111
,,19.6012,-1.#QNAN,b1111
,,19.6038,-1.#QNAN,b1111
,,19.6063,-1.#QNAN,b1111
,,19.6087,-1.#QNAN,b1111
,,19.6112,-1.#QNAN,b1111
,,19.6138,-1.#QNAN,b1111
,,19.6162,-1.#QNAN,b1111
,,19.6187,-1.#QNAN,b1111
,,19.6213,-1.#QNAN,b1111
,,19.6238,-1.#QNAN,b1111
,,19.6262,-1.#QNAN,b1111
,,19.6287,-1.#QNAN,b1111
,,19.6313,-1.#QNAN,b1111
,,19.6338,-1.#QNAN,b1111
,,19.6362,-1.#QNAN,b1111
,,19.6388,-1.#QNAN,b1111
,,19.6413,-1.#QNAN,b1111
,,19.6437,-1.#QNAN,b1111
,,19.6462,-1.#QNAN,b1111
,,19.6488,-1.#QNAN,b1111
,,19.6513,-1.#QNAN,b1111
,,19.6537,-1.#QNAN,b1111
,,19.6563,-1.#QNAN,b1111
,,19.6588,-1.#QNAN,b1111
,,19.6612,-1.#QNAN,b1111
,,19.6637,-1.#QNAN,b1111
,,19.6663,-1.#QNAN,b1111
,,19.6688,-1.#QNAN,b1111
,,19.6712,-1.#QNAN,b1111
,,19.6737,-1.#QNAN,b1111
,,19.6763,-1.#QNAN,b1111
,,19.6787,-1.#QNAN,b1111
,,19.6812,-1.#QNAN,b1111
,,19.6838,-1.#QNAN,b1111
,,19.6863,-1.#QNAN,b1111
,,19.6887,-1.#QNAN,b1111
,,19.6912,-1.#QNAN,b1111
,,19.6938,-1.#QNAN,b1111
,,19.6963,-1.#QNAN,b1111
,,19.6987,-1.#QNAN,b1111
,,19.7013,-1.#QNAN,b1111
,,19.7038,-1.#QNAN,b1111
